"pseudoid","term","sbjct_cd","catalog_nbr","class_section_cd","crse_ld","grade_cd","grade_basis_cd","grade_basis_ld","taken_unit","grade_pts","buffett_class","nba_program_id","course_descript","course_sect","term_course_sect","term_course","gr_course","race","gender","actcomp","hsgpa","efc","pared","cohort","t1sesa7scale","t1seaa7scale","t1matcamp7scale","t1sobcamp7scale","t1matlc7scale","t1valid7scale","t1apac4scale","t1apilc5scale","t1spilc5scale","t1engsac5scale","t1fcrlc5scale","t1fncrlc5scale","t1felc5scale","t1resiliency4scale","t1sob7scale","firstgen","sem1_cume_gpa","sem2_cume_gpa","sem3_cume_gpa","sem4_cume_gpa","sem5_cume_gpa","sem6_cume_gpa","sem7_cume_gpa","sem8_cume_gpa","sem1_term_attempted_credits_all","sem2_term_attempted_credits_all","sem3_term_attempted_credits_all","sem4_term_attempted_credits_all","sem5_term_attempted_credits_all","sem6_term_attempted_credits_all","sem8_term_attempted_credits_all","sem1_campus","sem2_campus","sem3_campus","sem4_campus","sem5_campus","sem6_campus","sem7_campus","sem8_campus","year1_persist","year2_persist","sem1_curr_pass_gpa_hrs","sem2_curr_pass_gpa_hrs","nvals","year1_creditsearned","act_cat","z_hsgpa","z_sem1_cume_gpa","z_year1_creditsearned"
1482,1158,"MATH","103","010","COLLEGE ALGEBRA&TRIG","A+","GRD","Graded",5,20,"Y","BUFFETT","MATH-103-010","MATH-103-010","1158-7796","1158-7796",4,3,2,24,3.625,951,"Yes, a Bachelor's (4 year) degree.",2015,,,,,,,,,,,,,,,,0,3.66599988937378,3.70000004768372,3.83299994468689,3.83599996566772,3.87800002098083,3.89599990844727,,3.91400003433228,13,14,15,13,13,13,12,"NEUNL","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,14,16,26,1,0.196068052519148,0.587391115843308,0.120679046128783
1377,1161,"MATH","1310","001","INTERMEDIATE ALGEBRA","A+","GRD","Graded",3,12,"Y","BUFFETT","MATH-1310-001","MATH-1310-001","1161-7952","1161-7952",4,3,2,17,3.97000002861023,2397,"No. He or she never attended college.",2015,4.27420814479638,4.43788819875776,4.09375,4.78583196046128,,,2.47864184,3.084729064,2.813813814,3.07985803,2.908396947,2.804305284,3.238095238,,5.096446701,1,2.77900004386902,3.00099992752075,2.97499990463257,3.04299998283386,3.07100009918213,3.08800005912781,,2.84800004959106,15,10,12,12,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,15,10,20,25,0,1.0630399959014,-0.884614690087382,-0.066165093352685
1505,1161,"ANTH","110","003","INTRO TO ANTHRO","B","GRD","Graded",3,9,"Y","BUFFETT","ANTH-110-003","ANTH-110-003","1161-656","1161-656",3,4,2,17,3.20000004768372,0,"No. He or she attended college but did not complete a degree.",2015,3.73665158371041,4.03260869565217,3.14285714285714,3.77265238879736,,,3.530120482,2.769458128,2.961961962,3.225377107,2.908396947,2.960861057,2.588435374,,3.670050761,1,2.63599991798401,2.5,1.91600000858307,1.75499999523163,,,,,15,13,12,13,,,,"NEUNL","NEUNL","NEUNL","NEUNL",,,,,1,0,11,13,25,24,0,-0.87194065484618,-1.12192816496377,-0.253009232834153
1015,1161,"MATH","1310","008","INTERMEDIATE ALGEBRA","C","GRD","Graded",3,6,"Y","BUFFETT","MATH-1310-008","MATH-1310-008","1161-7959","1161-7959",2,3,2,17,2.84999990463257,0,"No. He or she never attended college.",2015,5.3710407239819,4.38664596273292,6.09821428571429,4.50411861614498,,,2.833515882,4.326108374,3.422422422,2.845607808,1.229007634,1.168297456,2.054421769,,4.553299492,1,3.35400009155273,3.21099996566772,3.23000001907349,3.22399997711182,3.09999990463257,3.00399994850159,,3.00399994850159,12,15,15,10,10,12,9,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,15,22,27,0,-1.75147769554578,0.0696170528947092,0.307523185610251
1163,1161,"PSYC","181","350","INTRO TO PSYCHOLOGY","B","GRD","Graded",4,12,"Y","BUFFETT","PSYC-181-350","PSYC-181-350","1161-11063","1161-11063",3,4,2,22,3.8889000415802,0,"No. He or she attended college but did not complete a degree.",2015,,,,,,,,,,,,,,,,1,2.99900007247925,3,3.16700005531311,3.68499994277954,3.73200011253357,3.73200011253357,,3.75699996948242,13,15,15,15,16,15,12,"NEUNL","NEUNL","NEUNL","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",1,1,13,14,23,27,1,0.859238814646611,-0.519517310352339,0.307523185610251
1393,1158,"SOC","1010","008","INTRODUCTORY SOCIOLOGY","C+","GRD","Graded",3,6.98999977111816,"Y","BUFFETT","SOC-1010-008","SOC-1010-008","1158-11644","1158-11644",2.32999992370605,2,2,29,4,5321,"No. He or she never attended college.",2015,4.27420814479638,4.34006211180124,4.77232142857143,3.99011532125206,,,2.186199343,3.991133005,2.961961962,2.891748004,3.175572519,2.491193738,3.945578231,,5.096446701,1,2.16499996185303,3.11899995803833,3.49900007247925,3.56599998474121,3.6489999294281,3.69600009918213,,3.73300004005432,15,13,15,14,14,12,13,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,13,25,25,2,1.13842878239505,-1.90356828985394,-0.066165093352685
1422,1158,"MATH","101","027","COLLEGE ALGEBRA","A+","GRD","Graded",3,12,"Y","BUFFETT","MATH-101-027","MATH-101-027","1158-7754","1158-7754",4,4,2,27,4,5769,"No. He or she attended college but did not complete a degree.",2015,4.57828054298643,5.24378881987578,3.35267857142857,4.23228995057661,,,3.162102957,3.084729064,2.813813814,3.434782609,3.675572519,1.168297456,2.588435374,,3.862944162,1,4,4,4,4,4,4,,4,13,15,15,15,12,12,12,"NEUNL","NEUNL","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,13,15,18,28,2,1.13842878239505,1.14167543112806,0.494367325091718
1245,1161,"MATH","1320","006","COLLEGE ALGEBRA","A+","GRD","Graded",3,12,"Y","BUFFETT","MATH-1320-006","MATH-1320-006","1161-7982","1161-7982",4,1,2,25,3.26200008392334,5983,"Yes, an Associate's (2 year) degree.",2015,6.76651583710407,6.32453416149068,6.70535714285714,5.06260296540362,,,4,2.138916256,2.033033033,5,2.908396947,1.168297456,1.945578231,,4.553299492,1,3.88100004196167,3.8840000629425,3.08299994468689,3.08299994468689,2.95799994468689,3.00300002098083,,2.97099995613098,17,12,18,12,12,16,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,17,9,13,26,2,-0.716136923104568,0.944191034681243,0.120679046128783
1229,1161,"ENGL","1150","011","ENGLISH COMPOSITION I","B","GRD","Graded",3,9,"Y","BUFFETT","ENGL-1150-011","ENGL-1150-011","1161-4804","1161-4804",3,2,2,15,3.5,3084,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.33400011062622,3.11199998855591,,,,,,,9,12,,,,,,"NEUNO","NEUNO","NEUNO",,,,,,0,0,9,12,17,21,0,-0.11805219077282,0.0364264179791215,-0.813541651278556
1346,1161,"CMST","1110","017","PUBLIC SPEAKING FUNDS","A","GRD","Graded",3,12,"Y","BUFFETT","CMST-1110-017","CMST-1110-017","1161-3064","1161-3064",4,4,2,24,3.24399995803833,6887,"No. He or she attended college but did not complete a degree.",2015,6.76651583710407,6.90217391304348,6.70535714285714,6.76771004942339,,,4,4.842364532,4.7997998,5,4.805343511,4.894324853,5,,6.847715736,1,3.58200001716614,3.66499996185303,3.7739999294281,3.52900004386902,3.61800003051758,3.61299991607666,,3.69600009918213,12,15,13,11,12,12,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,15,18,27,1,-0.761370554482851,0.447990528330556,0.307523185610251
1319,1158,"PE","188","03","GS Portal","B","GRD","Traditional Grades",3,9,"Y","BUFFETT","PE-188-03","PE-188-03","1158-9841","1158-9841",3,3,2,19,3.5,6553,"No. He or she never attended college.",2015,4.57828054298643,4.78260869565217,6.09821428571429,4.50411861614498,,,3.162102957,3.242364532,3.266266266,3.328305235,2.908396947,2.960861057,3.465986395,,4.822335025,1,3.19799995422363,3.36999988555908,3.61700010299683,3.56100010871887,3.51799988746643,3.50300002098083,,3.21600008010864,16,12,16,13,18,16,14,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,"NEUNK",1,1,15,12,22,27,0,-0.11805219077282,-0.189270374243168,0.307523185610251
1064,1158,"AHIS","101","001","CAVE PAINT TO CATHDRLS","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","AHIS-101-001","AHIS-101-001","1158-523","1158-523",3.32999992370605,1,2,20,2.81909990310669,5768,"Yes, a Bachelor's (4 year) degree.",2015,3.94841628959276,5.15527950310559,6.09821428571429,3.37726523887974,,,2.833515882,4.326108374,3.582582583,3.491570541,3.175572519,2.647749511,3.945578231,,4.304568528,0,3.43600010871887,3.22499990463257,3.30399990081787,3.27900004386902,3.28999996185303,3.28600001335144,,3.32200002670288,17,15,15,15,15,15,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,16,15,8,31,1,-1.82912822352203,0.20569881431405,1.05489974353612
1540,1161,"CLAS","180","002","CLASSICAL MYTHOLOGY","B-","GRD","Graded",3,8.01000022888184,"Y","BUFFETT","CLAS-180-002","CLAS-180-002","1161-3023","1161-3023",2.67000007629395,4,2,23,3.47000002861023,3684,"Yes, an Associate's (2 year) degree.",2015,4.70316742081448,5.59316770186335,4.09375,3.99011532125206,,,2.833515882,3.407881773,3.582582583,3.491570541,2.908396947,2.960861057,3.238095238,,4.304568528,1,3.35999989509583,3.21099996566772,3.22300004959106,3.11299991607666,3.18199992179871,3.29200005531311,,3.20799994468689,14,15,13,15,18,12,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,13,14,25,27,1,-0.193440977266475,0.079573926838523,0.307523185610251
1051,1161,"MATH","1310","008","INTERMEDIATE ALGEBRA","A+","GRD","Graded",3,12,"Y","BUFFETT","MATH-1310-008","MATH-1310-008","1161-7959","1161-7959",4,4,1,21,3.29999995231628,7773,"No. He or she attended college but did not complete a degree.",2015,,,,,,,,,,,,,,,,1,3.19300007820129,3.04900002479553,2.95300006866455,2.90799999237061,2.81100010871887,2.68300008773804,,2.84400010108948,12,15,14,11,4,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,15,22,27,1,-0.620644699867333,-0.197567835140276,0.307523185610251
1161,1161,"HIST","111","002","AMERICA AFTER 1877","B","GRD","Graded",3,9,"Y","BUFFETT","HIST-111-002","HIST-111-002","1161-6459","1161-6459",3,1,2,17,2.79999995231628,0,"No. He or she attended college but did not complete a degree.",2015,5.15927601809955,4.60093167701863,4.77232142857143,4.50411861614498,,,2.186199343,3.577339901,3.114114114,3.434782609,2.908396947,2.804305284,3.238095238,,4.553299492,1,2.5,3,3.03999996185303,2.35199999809265,2,1.98399996757507,,1.87699997425079,8,10,13,12,13,12,9,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,6,10,25,16,0,-1.8771256730352,-1.34762456152248,-1.7477623486859
1534,1158,"MATH","1310","003","INTERMEDIATE ALGEBRA","A","GRD","Graded",3,12,"Y","BUFFETT","MATH-1310-003","MATH-1310-003","1158-7954","1158-7954",4,3,2,23,3.69000005722046,8426,"Yes, a Bachelor's (4 year) degree.",2015,,,,,,,,,,,,,,,,0,3.78999996185303,3.39199995994568,2.68400001525879,2.8510000705719,2.91000008583069,2.97300004959106,,2.67600011825562,13,9,13,13,14,9,7,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,13,9,14,22,1,0.359410722823807,0.793173368850814,-0.626697511797088
1025,1158,"ENGL","1100","002","ENGLISH AS SECOND LANGUAGE II","B","GRD","Graded",3,9,"Y","BUFFETT","ENGL-1100-002","ENGL-1100-002","1158-4787","1158-4787",3,3,1,17,3.16669988632202,0,"No. He or she never attended college.",2015,5.15927601809955,4.43788819875776,4.09375,4.50411861614498,,,2.186199343,3.407881773,2.813813814,3.125998225,2.908396947,2.960861057,3.037414966,,4.553299492,1,3.27300000190735,3.22900009155273,3.22900009155273,3.15799999237061,3.20000004768372,3.27600002288818,,3.32399988174438,14,12,13,12,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,14,12,13,26,0,-0.955622693154958,-0.0648052954779256,0.120679046128783
1232,1161,"FSID","160","04","Personal Money Management","B+","GRD","Traditional Grades",3,9.98999977111816,"Y","BUFFETT","FSID-160-04","FSID-160-04","1161-5851","1161-5851",3.32999992370605,4,2,25,3.81599998474121,0,"No. He or she attended college but did not complete a degree.",2015,5.15927601809955,5.45807453416149,6.09821428571429,5.66556836902801,,,4,4.842364532,4.7997998,3.910381544,4.805343511,4.894324853,5,,5.715736041,1,3.23000001907349,3.30599999427795,3.48399996757507,3.57299995422363,3.39000010490417,3.38800001144409,,3.38000011444092,14,13,10,12,16,16,14,"NEUNK","NEUNK","NEUNK","NEUNK","UNMC","UNMC",,"UNMC",1,1,13,13,20,26,2,0.676043745924519,-0.136165200112797,0.120679046128783
1026,1158,"ENGL","1200","003","AUTOBIO READING AND WRITING","B","GRD","Graded",3,9,"Y","BUFFETT","ENGL-1200-003","ENGL-1200-003","1158-4931","1158-4931",3,3,2,21,3.7234001159668,1596,"No. He or she never attended college.",2015,4.57828054298643,4.20031055900621,5.36607142857143,5.06260296540362,,,2.833515882,4.326108374,3.582582583,3.491570541,3.675572519,3.442270059,4.534013605,,5.715736041,1,3.59699988365173,3.45499992370605,3.23699998855591,3.23699998855591,3.14100003242493,3.15799999237061,,2.77099990844727,12,11,12,12,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,8,16,20,1,0.443343799458732,0.472883306685457,-1.00038579076002
1554,1161,"ENGL","1164","012","ENGLISH COMPOSITION II","F","GRD","Graded",3,0,"Y","BUFFETT","ENGL-1164-012","ENGL-1164-012","1161-4902","1161-4902",0,3,1,25,4.03000020980835,0,"No. He or she never attended college.",2015,4.27420814479638,4.03260869565217,4.77232142857143,5.66556836902801,,,3.530120482,2.927093596,2.961961962,3.225377107,2.442748092,2.334637965,5,,5.715736041,1,2.8659999370575,2.72099995613098,3.08200001716614,3.12800002098083,3.18700003623962,3.17000007629395,,2.99600005149841,15,12,14,12,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,15,3,17,18,2,1.21381816802552,-0.740235467770933,-1.37407406972296
1108,1161,"MATH","102","11","College Algebra","B","GRD","Traditional Grades",3,9,"Y","BUFFETT","MATH-102-11","MATH-102-11","1161-7782","1161-7782",3,4,1,24,3,6229,"Yes, a Bachelor's (4 year) degree.",2015,5.64796380090498,5.24378881987578,6.09821428571429,6.11037891268534,,,3.530120482,4.842364532,4.7997998,3.434782609,4.805343511,4.381604697,4.534013605,,6.847715736,0,3.53399991989136,3.48200011253357,3.43499994277954,3.39499998092651,2,1.7610000371933,,2.0220000743866,16,14,13,12,12,12,12,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNL","NEUNL",,"NEUNL",1,1,15,14,17,29,1,-1.37453316394069,0.368332767134998,0.681211464573186
1283,1158,"LIFE","120","600","FUND OF BIOLOGY I","A+","GRD","Graded",3,12,"Y","BUFFETT","LIFE-120-600","LIFE-120-600","1158-7566","1158-7566",4,4,1,29,4,7440,"Yes, a Bachelor's (4 year) degree.",2015,6.07692307692308,5.45807453416149,6.09821428571429,6.11037891268534,,,4,4.326108374,4.291291291,4.559893523,4.805343511,3.11741683,5,,6.847715736,0,4,4,4,4,3.97300004959106,3.93099999427795,,3.8529999256134,14,15,16,13,12,12,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,14,15,28,29,2,1.13842878239505,1.14167543112806,0.681211464573186
1052,1158,"ENGL","1200","001","AUTOBIO READING AND WRITING","A","GRD","Graded",3,12,"Y","BUFFETT","ENGL-1200-001","ENGL-1200-001","1158-4929","1158-4929",4,4,2,20,2.50999999046326,2808,"Yes, an Associate's (2 year) degree.",2015,4.10045248868778,4.48913043478261,6.09821428571429,3.57001647446458,,,4,2.462068966,2.385385385,3.910381544,2.236641221,1.649706458,3.037414966,,4.304568528,1,3,3.34599995613098,3.21600008010864,3.17499995231628,3.33800005912781,3.42499995231628,,3.45000004768372,14,12,14,15,15,15,11,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,14,12,15,26,1,-2.60588454161068,-0.517857897305633,0.120679046128783
1402,1158,"ENGL","1200","013","AUTOBIO READING AND WRITING","C-","GRD","Graded",3,5.01000022888184,"Y","BUFFETT","ENGL-1200-013","ENGL-1200-013","1158-4941","1158-4941",1.67000007629395,3,1,16,3.04999995231628,5100,"No. He or she never attended college.",2015,6.76651583710407,5.59316770186335,6.70535714285714,5.3492586490939,,,4,3.242364532,3.582582583,2.707187223,2.660305344,1.168297456,5,,5.715736041,1,2.33500003814697,2.82399988174438,2.20700001716614,1.8289999961853,,,,,9,11,12,9,,,,"NEUNO","NEUNO","NEUNO","NEUNO",,,,,1,0,6,11,17,17,0,-1.24888518645127,-1.62144749740787,-1.56091820920443
1424,1158,"ENGL","1200","012","AUTOBIO READING AND WRITING","A+","GRD","Graded",3,12,"Y","BUFFETT","ENGL-1200-012","ENGL-1200-012","1158-4940","1158-4940",4,4,2,22,3.83999991416931,7145,"Yes, an Associate's (2 year) degree.",2015,6.07692307692308,5.59316770186335,5.67857142857143,6.76771004942339,,,3.530120482,3.991133005,3.114114114,3.612244898,3.175572519,2.804305284,3.465986395,,5.385786802,1,3.92300009727478,3.96499991416931,3.95600008964539,3.96399998664856,4,4,,4,13,16,15,12,16,16,14,"NEUNO","NEUNO","NEUNO","NEUNO","UNMC","UNMC",,"UNMC",1,1,13,16,18,29,1,0.736354655292079,1.01389152626941,0.681211464573186
1504,1161,"SPCH","100","15","Fund of Speech Comm","A-","GRD","Traditional Grades",3,11.0100002288818,"Y","BUFFETT","SPCH-100-15","SPCH-100-15","1161-12212","1161-12212",3.67000007629395,4,2,22,3.77550005912781,6094,"Yes, an Associate's (2 year) degree.",2015,5.64796380090498,5.59316770186335,5.36607142857143,5.06260296540362,,,3.530120482,4.842364532,4.7997998,5,4.290076336,4.894324853,5,,5.385786802,1,2.84599995613098,2.91100001335144,2.71300005912781,2.57100009918213,,,,,14,13,12,9,,,,"NEUNK","NEUNK","NEUNK","NEUNK",,,,,1,0,13,13,19,26,1,0.574268974028608,-0.773426102686521,0.120679046128783
1483,1158,"ART","1010","001","ART APPRECIATION","A","GRD","Graded",3,12,"Y","BUFFETT","ART-1010-001","ART-1010-001","1158-790","1158-790",4,3,1,14,2.91000008583069,0,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.22000002861023,2.69799995422363,2.71300005912781,2.41000008583069,1.78299999237061,,,,12,11,11,6,14,,,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,,,1,1,9,11,25,20,0,-1.60069952342166,-0.152760517570591,-1.00038579076002
1139,1161,"PHIL","106","001","PHIL&CURRENT ISSUES","A","GRD","Graded",3,12,"Y","BUFFETT","PHIL-106-001","PHIL-106-001","1161-10193","1161-10193",4,4,2,27,3.98200011253357,6630,"Yes, an Associate's (2 year) degree.",2015,4.83348416289593,4.65683229813665,4.42857142857143,4.50411861614498,,,2.47864184,3.242364532,3.266266266,3.328305235,2.442748092,2.162426614,3.037414966,,4.553299492,1,4,3.84599995613098,3.8970000743866,3.90700006484985,3.92499995231628,3.93700003623962,,3.95199990272522,13,14,13,15,13,13,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,13,13,25,26,2,1.09319575015359,1.14167543112806,0.120679046128783
1008,1161,"SOC","1010","002","INTRODUCTORY SOCIOLOGY","A","GRD","Graded",3,12,"Y","BUFFETT","SOC-1010-002","SOC-1010-002","1161-11638","1161-11638",4,5,2,24,3.98000001907349,1111,"No. He or she attended college but did not complete a degree.",2015,4.46968325791855,4.65683229813665,4.42857142857143,3.99011532125206,,,3.530120482,3.577339901,3.970970971,3.328305235,3.43129771,2.647749511,3.707482993,,5.385786802,1,4,4,4,4,4,4,,4,14,15,13,13,0,17,0,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,14,15,22,29,1,1.08816959139928,1.14167543112806,0.681211464573186
1046,1161,"LLS","1010","001","INTRO CLS:SOCIAL SCIENCES","A","GRD","Graded",3,12,"Y","BUFFETT","LLS-1010-001","LLS-1010-001","1161-7651","1161-7651",4,3,2,29,3.96799993515015,965,"No. He or she attended college but did not complete a degree.",2015,,,,,,,,,,,,,,,,1,3.92899990081787,3.81599998474121,3.75200009346008,3.42799997329712,3.38499999046326,3.33400011062622,,2.88299989700317,14,15,14,17,14,15,10,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,14,15,22,29,2,1.05801383714709,1.02384840021322,0.681211464573186
1539,1161,"BIOL","1450","006","BIOLOGY I","B+","GRD","Graded",5,16.6499996185303,"Y","BUFFETT","BIOL-1450-006","BIOL-1450-006","1161-1342","1161-1342",3.32999992370605,4,1,27,4.04260015487671,259,"No. He or she never attended college.",2015,4.83348416289593,4.91770186335404,6.09821428571429,4.78583196046128,,,4,3.762561576,3.582582583,3.910381544,3.938931298,3.442270059,5,,5.096446701,1,3.46000003814697,3.34999990463257,3.35199999809265,3.39800000190735,3.23699998855591,3.22699999809265,,3.37299990653992,14,17,14,9,12,12,16,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,14,17,18,31,2,1.24548135050823,0.24552749708004,1.05489974353612
1492,1158,"ART","1010","001","ART APPRECIATION","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","ART-1010-001","ART-1010-001","1158-790","1158-790",3.32999992370605,4,2,22,3.75,3122,"Yes, an Associate's (2 year) degree.",2015,5.3710407239819,3.88354037267081,3.35267857142857,4.50411861614498,,,2.833515882,2.615763547,2.813813814,2.937888199,2.236641221,2.334637965,2.156462585,,3.487309645,1,3.35199999809265,3.49900007247925,3.32599997520447,3.39599990844727,3.34200000762939,3.34200000762939,,3.41300010681152,14,16,14,14,13,0,18,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,14,15,25,29,1,0.510188295811116,0.0662978311377192,0.681211464573186
1158,1158,"PSYC","1010","001","INTRODUCTION TO PSYCHOLOGY I","D","GRD","Graded",3,3,"Y","BUFFETT","PSYC-1010-001","PSYC-1010-001","1158-10985","1158-10985",1,3,1,15,2.67389988899231,0,"No. He or she never attended college.",2015,4.98552036199095,5.07142857142857,6.70535714285714,6.76771004942339,,,2.47864184,3.991133005,4.7997998,4.559893523,4.805343511,3.810176125,5,,6.847715736,1,3.77999997138977,3.61999988555908,2.48699998855591,2.46000003814697,,2.54699993133545,,2.59999990463257,12,12,12,14,,0,13,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,9,12,24,21,0,-2.19401033359888,0.77657805139302,-0.813541651278556
1392,1158,"ENGL","1200","010","AUTOBIO READING AND WRITING","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","ENGL-1200-010","ENGL-1200-010","1158-4938","1158-4938",3.67000007629395,2,2,25,3.19000005722046,2857,"No. He or she attended college but did not complete a degree.",2015,,,,,,,,,,,,,,,,1,3.66700005531311,3.62599992752075,3.72099995613098,3.76900005340576,3.74200010299683,3.75500011444092,,3.75200009346008,12,12,13,12,12,12,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,12,18,24,2,-0.897070250344065,0.589050924553592,-0.253009232834153
